,A,B,S,C
2590,"['income=$0-$40,000', 'householder status=rent', 'education=no college graduate']",['language in home=english'],0.21916812100058172,0.9029358897543439
2591,"['years in bay area=10+', 'ethnic classification=white', 'language in home=english']",['age=35+'],0.2367655613728912,0.5586822237474263
2592,"['ethnic classification=white', 'years in bay area=10+']","['age=35+', 'language in home=english']",0.2367655613728912,0.5509306260575296
2593,"['age=35+', 'ethnic classification=white', 'language in home=english']",['years in bay area=10+'],0.2367655613728912,0.7586206896551724
2594,"['age=35+', 'language in home=english']","['ethnic classification=white', 'years in bay area=10+']",0.2367655613728912,0.6101949025487257
2595,['age=35+'],"['language in home=english', 'ethnic classification=white', 'years in bay area=10+']",0.2367655613728912,0.5710277095755875
2596,"['age=35+', 'ethnic classification=white']","['language in home=english', 'years in bay area=10+']",0.2367655613728912,0.7502304147465437
2597,"['age=35+', 'years in bay area=10+', 'language in home=english']",['ethnic classification=white'],0.2367655613728912,0.7988223748773308
2598,"['age=35+', 'years in bay area=10+']","['ethnic classification=white', 'language in home=english']",0.2367655613728912,0.7530064754856615
2599,"['age=35+', 'years in bay area=10+', 'ethnic classification=white']",['language in home=english'],0.2367655613728912,0.9902676399026764
2600,"['age=35+', 'number of children=0', 'language in home=english']",['number in household=1'],0.2568353694008144,0.9464094319399786
2601,"['age=35+', 'language in home=english']","['number in household=1', 'number of children=0']",0.2568353694008144,0.6619190404797601
2602,['age=35+'],"['number in household=1', 'number of children=0', 'language in home=english']",0.2568353694008144,0.6194317783233954
2603,"['age=35+', 'number of children=0']","['number in household=1', 'language in home=english']",0.2568353694008144,0.8991853360488798
2604,"['age=35+', 'number in household=1', 'language in home=english']",['number of children=0'],0.2568353694008144,0.8494468494468495
2605,"['age=35+', 'number in household=1']","['number of children=0', 'language in home=english']",0.2568353694008144,0.8086080586080586
2606,"['age=35+', 'number in household=1', 'number of children=0']",['language in home=english'],0.2568353694008144,0.9540788762830902
2607,"['age=14-34', 'education=no college graduate', 'number in household=1']","['income=$0-$40,000']",0.21291448516579406,0.8048378229796591
2608,"['number in household=1', 'age=14-34']","['income=$0-$40,000', 'education=no college graduate']",0.21291448516579406,0.5689856198989507
2609,"['income=$0-$40,000', 'education=no college graduate', 'number in household=1']",['age=14-34'],0.21291448516579406,0.6588658865886589
2610,"['income=$0-$40,000', 'age=14-34', 'number in household=1']",['education=no college graduate'],0.21291448516579406,0.7729672650475184
2611,"['income=$0-$40,000', 'age=14-34', 'education=no college graduate']",['number in household=1'],0.21291448516579406,0.583732057416268
2612,"['ethnic classification=white', 'number of children=0', 'language in home=english']",['type of home=house'],0.23342059336823734,0.5216119597010075
2613,"['number of children=0', 'ethnic classification=white']","['type of home=house', 'language in home=english']",0.23342059336823734,0.5147530468248878
2614,"['type of home=house', 'number of children=0', 'language in home=english']",['ethnic classification=white'],0.23342059336823734,0.7906403940886699
2615,"['type of home=house', 'number of children=0']","['ethnic classification=white', 'language in home=english']",0.23342059336823734,0.7403136531365314
2616,"['type of home=house', 'ethnic classification=white', 'language in home=english']",['number of children=0'],0.23342059336823734,0.5819434372733865
2617,"['type of home=house', 'ethnic classification=white']","['number of children=0', 'language in home=english']",0.23342059336823734,0.5746509129967776
2618,"['type of home=house', 'ethnic classification=white', 'number of children=0']",['language in home=english'],0.23342059336823734,0.9901295496607033
2619,"['type of home=house', 'householder status=own', 'language in home=english']","['income=$40,000+']",0.2020069808027923,0.6762414800389484
2620,"['language in home=english', 'householder status=own']","['income=$40,000+', 'type of home=house']",0.2020069808027923,0.5694956949569495
2621,['householder status=own'],"['income=$40,000+', 'type of home=house', 'language in home=english']",0.2020069808027923,0.5375386996904025
2622,"['type of home=house', 'householder status=own']","['income=$40,000+', 'language in home=english']",0.2020069808027923,0.6389144434222631
2623,"['income=$40,000+', 'householder status=own', 'language in home=english']",['type of home=house'],0.2020069808027923,0.8686679174484052
2624,"['income=$40,000+', 'language in home=english']","['type of home=house', 'householder status=own']",0.2020069808027923,0.5690290864399836
2625,"['income=$40,000+']","['type of home=house', 'language in home=english', 'householder status=own']",0.2020069808027923,0.5350539291217258
2626,"['income=$40,000+', 'householder status=own']","['type of home=house', 'language in home=english']",0.2020069808027923,0.8292537313432836
2627,"['income=$40,000+', 'type of home=house', 'language in home=english']",['householder status=own'],0.2020069808027923,0.7729549248747913
2628,"['income=$40,000+', 'type of home=house']","['language in home=english', 'householder status=own']",0.2020069808027923,0.7287513116474291
2629,"['income=$40,000+', 'type of home=house', 'householder status=own']",['language in home=english'],0.2020069808027923,0.9585921325051759
2630,"['language in home=english', 'ethnic classification=white', 'years in bay area=10+']",['number of children=0'],0.2774869109947644,0.6547700754975978
2631,"['years in bay area=10+', 'ethnic classification=white']","['number of children=0', 'language in home=english']",0.2774869109947644,0.6456852791878173
2632,"['number of children=0', 'ethnic classification=white', 'years in bay area=10+']",['language in home=english'],0.2774869109947644,0.9875776397515528
2633,"['number of children=0', 'years in bay area=10+']","['ethnic classification=white', 'language in home=english']",0.2774869109947644,0.7167543200601052
2634,"['ethnic classification=white', 'number of children=0']","['years in bay area=10+', 'language in home=english']",0.2774869109947644,0.6119307248236049
2635,"['number of children=0', 'language in home=english', 'years in bay area=10+']",['ethnic classification=white'],0.2774869109947644,0.7601593625498008
2636,"['number of children=0', 'language in home=english', 'ethnic classification=white']",['years in bay area=10+'],0.2774869109947644,0.6200844978875528
2637,"['householder status=rent', 'ethnic classification=white', 'language in home=english']",['number in household=1'],0.23283885980221058,0.8520489622139436
2638,"['householder status=rent', 'language in home=english']","['number in household=1', 'ethnic classification=white']",0.23283885980221058,0.6066691928760894
2639,['householder status=rent'],"['number in household=1', 'ethnic classification=white', 'language in home=english']",0.23283885980221058,0.5555170020818876
2640,"['householder status=rent', 'ethnic classification=white']","['number in household=1', 'language in home=english']",0.23283885980221058,0.8395385422128998
2641,"['householder status=rent', 'number in household=1', 'language in home=english']",['ethnic classification=white'],0.23283885980221058,0.7297174111212398
2642,"['householder status=rent', 'number in household=1']","['ethnic classification=white', 'language in home=english']",0.23283885980221058,0.6821474222411589
2643,"['householder status=rent', 'number in household=1', 'ethnic classification=white']",['language in home=english'],0.23283885980221058,0.9864448552064079
2644,"['marital status=single', 'age=14-34', 'language in home=english']","['income=$0-$40,000']",0.2659976730657359,0.8209156193895871
2645,"['age=14-34', 'language in home=english']","['income=$0-$40,000', 'marital status=single']",0.2659976730657359,0.5067885840953172
2646,"['marital status=single', 'language in home=english']","['income=$0-$40,000', 'age=14-34']",0.2659976730657359,0.7292663476874003
2647,['marital status=single'],"['income=$0-$40,000', 'age=14-34', 'language in home=english']",0.2659976730657359,0.6501955207963028
2648,"['marital status=single', 'age=14-34']","['income=$0-$40,000', 'language in home=english']",0.2659976730657359,0.7278153601273378
2649,"['income=$0-$40,000', 'age=14-34', 'language in home=english']",['marital status=single'],0.2659976730657359,0.686046511627907
2650,"['income=$0-$40,000', 'age=14-34']","['marital status=single', 'language in home=english']",0.2659976730657359,0.6092604930046636
2651,"['income=$0-$40,000', 'marital status=single', 'language in home=english']",['age=14-34'],0.2659976730657359,0.904997525977239
2652,"['income=$0-$40,000', 'marital status=single']","['age=14-34', 'language in home=english']",0.2659976730657359,0.805372082782915
2653,"['income=$0-$40,000', 'marital status=single', 'age=14-34']",['language in home=english'],0.2659976730657359,0.8865729520116336
2654,"['number in household=1', 'number of children=0', 'years in bay area=10+']",['dual incomes=not married'],0.20418848167539266,0.5924050632911393
2655,"['number of children=0', 'years in bay area=10+']","['dual incomes=not married', 'number in household=1']",0.20418848167539266,0.5274229902329076
